docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;selection
doc#567;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-2;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte seconda);1863;;mercurio nel tubo si eleva su quello del vase di circa 38 centimetri , e più precisamente , di una;mezza colonna;barometrica contemporanea . Il che significa che la pressione , a cui è sottoposta l ' aria , ossia quella;non_ev
doc#256;1533-1691;3_PERS_CELLINI_VITA;PERSONALI;Benvenuto Cellini;Vita;1558-67;;io avevo quivi , il qual pezzo si è maggiore e più lungo di un sacro , quasi come una;mezza colubrina;: questo pezzo io lo votai , di poi lo caricai con una buona parte di polvere fine mescolata con;non_ev
doc#418;1692-1840;4_PROSA_MANZONI_PROMESSI SPOSI40;PROSA;Alessandro Manzoni;Promessi sposi (quarantana);1840;;, nè una vite , nè altri segni di coltura umana , che prima pareva quasi che gli facessero una;mezza compagnia;". Ciò non ostante andò avanti ; e siccome nella sua mente cominciavano a suscitarsi certe immagini , certe apparizioni";ev
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;"a Roma in un viaggio piuttosto lunghetto ; e poi , arrivato alle 11 , e ripartito alle 2 e";mezza con;in mezzo tutti gli amminicoli della cena , lavanda , e sonno , come si faceva ? Saluto le case;-
doc#489;1841-1947;5_PERS_ABBA_CRONACHE A MEMORIA;PERSONALI;Giuseppe Cesare Abba;Cronache a memoria;1910;;per l ' umanità , la rettorica , la filosofia , donde infine agli studi universitari . Gli altri di;mezza condizione;", duravano tre o quattro anni nella prima scuola ; pochissimi per vaghe speranze seguivano i compagni nella grammatichetta ,";non_ev
doc#553;1841-1947;5_PROSA_PIRANDELLO_SCIALLE NERO;PROSA;Luigi Pirandello;Scialle nero;1922;;lui in quel vespro indimenticabile , quando la timida campanella argentina sonò i tre rintocchi nel cielo luminoso , quella;mezza confessione;misteriosa . Marco Mèola , che non era mai andato più di una volta l ' anno a visitare quella;ev
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;bene : per che l ' abate , veggendola averlo ascoltato e dare indugio alla risposta , parendogliele avere già;mezza convertita;, con molte altre parole alle prime continuandosi , avanti che egli ristesse , l ' ebbe nel capo messo;ev
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;sull ' Arno , o cucullato , Onde alfin l ' arciconsole benigno Ti getti la sustanza nello scrigno Della;mezza corona;che ti ha dato . Corri , e in alta avrai lo Infarinato E lo spirto gentil de lo Inferigno;non_ev
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;dopo andammo al Sasso ( 16 km . di salita ) ma il Pelloni mi aveva dato una macchina da;mezza corsa;, troppo dissimile al vecchio letto di ferro sul quale avevo imparato l ' arte . Compromisi , svergognai la;non_ev
doc#109;1376-1532;2_PERS_ARIOSTO_LETTERE;PERSONALI;Ludovico Ariosto;Lettere;XVI;tosco-emiliano;18 anni circa , con un giubbarello di pignolato negro stracciato , berretta nera , e con la calce da;mezza coscia;"in giù verde ; uno di 25 anni in circa , con un giubbone di pignolato bigio , con calcion";non_ev
doc#411;1692-1840;4_PROSA_D'AZEGLIO_ETTORE FIERAMOSCA;PROSA;Massimo D'Azeglio;Ettore Fieramosca;1833;;da un uomo vestito di calzoni rosso oscuri stretti alla carne , d ' una cappa che gli giungeva a;mezza coscia;, con un cappuccio nero sugli occhi , spada , pugnale , ed un involto sotto braccio . Il Valentino;non_ev
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;"che si adora , che vince , che domina ; nei centri più grandi sono la mediocrità dottrinale , la";mezza coscienza;e la mezza moralità : la vernice , in somma , che cuopre la sostanza , che dà la affidanza;ev
doc#555;1841-1947;5_PROSA_SVEVO_COSCIENZA DI ZENO;PROSA;Italo Svevo;La coscienza di Zeno;1923;;o parte del sogno ad Augusta per riprendere poi il sonno più tranquillo e più profondo . Credo che nella;mezza coscienza;io abbia seguito ciecamente l ' antico desiderio di confessare i miei trascorsi . Alla mattina , sulla faccia di;ev
doc#555;1841-1947;5_PROSA_SVEVO_COSCIENZA DI ZENO;PROSA;Italo Svevo;La coscienza di Zeno;1923;;di giocattoletti simili . Sarebbe anche bello che qualcuno m ' invitasse sul serio di piombare in uno stato di;mezza coscienza;tale da poter rivivere anche soltanto un ' ora della mia vita precedente . Gli riderei in faccia . Come;ev
doc#148;1376-1532;2_POES_BOIARDO_ORLANDO INNAMORATO;POESIA;Matteo Maria Boiardo;Orlando innamorato;1495;tosco-emiliano;". 2 . Lo ardito cavallier monta su il ponte ; Zambardo la sua mazza in mano afferra . A";mezza cossa;non li aggiunge il conte , Ma con gran salti si leva da terra , SÏ che ben spesso li;non_ev
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;Gostantino si battezzò e guarì e dotò la Chiesa . Quando Lucio Albanio montando la montagna con gente giunse a;mezza costa;", lasciò la compagnia , e andò insino al propio abituro di santo Salvestro ; e iscontrandolo in sul monte";non_ev
doc#303;1533-1691;3_PROSA_VASARI_VITE;PROSA;Giorgio Vasari;Le Vite de' più eccellenti architetti, pittori, et scultori italiani;1550;;fece fare nello scendere , per andare a la fonte fuor d ' una porta verso la pieve vecchia a;mezza costa;, una cappelletta per li frati , ancora che non n ' avessero voglia . E fece infiniti altri disegni;non_ev
doc#525;1841-1947;5_POES_GOZZANO_POESIE SPARSE;POESIA;Guido Gozzano;Poesie sparse;XX;;morta , al suo villaggio . Pagai le spese del viaggio . E costa ! Vede quel muro bianco a;mezza costa;? È il cimitero piccolo e selvaggio . Mah ! Più ci penso e più mi pare un sogno .;non_ev
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;, domina la valle e il ponte che sta quasi sotto . Il nemico , presso al ponte o a;mezza costa;sopra la Pizzigarola , rappresentava la retroguardia di un esercito in ritirata verso Firenze . Noi invece eravamo l ';non_ev
doc#552;1841-1947;5_PROSA_PIRANDELLO_L'ESCLUSA;PROSA;Luigi Pirandello;L'esclusa;1901;;schiene poderose si disegnavano con tagli d ' ombra netti . E Morreale pareva là un candido armento pascolante a;mezza costa;"; e , sotto , la campagna sparsa di bianche casette si stendeva oscurata dall ' ombra dei monti .";non_ev
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;"le Lari , di dove venne Ferruccio ; a levante Monte Crocicchio e Monte Oppio . La Terra siede a";mezza costa;su un rialto che forma un poco di piano . Non stavo nella pelle di veder Gavinana : v ';non_ev
doc#521;1841-1947;5_POES_GIUSTI_POESIE;POESIA;Giuseppe Giusti;Poesie;1852;;, e s ' invesca senza molto saper dove riesca . In questo mentre i compagni di Maso , a;mezza costa;, fuor dell ' abitato , celatamente avean la legna e il vaso per la strana cottura apparecchiato : egli;non_ev
doc#553;1841-1947;5_PROSA_PIRANDELLO_SCIALLE NERO;PROSA;Luigi Pirandello;Scialle nero;1922;;tentati era don Mattia Scala che possedeva un poderetto con un bel giro di mandorli e d ' olivi a;mezza costa;della collina , ove , per suo dispetto , affiorava con più ricca promessa il minerale . Parecchi ingegneri del;non_ev
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;recitato i più terribili versi della discesa dantesca in Malebolge , tutto di pietra e di color ferrigno . A;mezza costa;, in un pianerottolo dove per ironia c ' era un po ' d ' erba e un po ';non_ev
doc#506;1841-1947;5_POES_CAMPANA_CANTI ORFICI;POESIA;Dino Campana;Canti Orfici;1914;;roccia fino ai ribollimenti arenosi di colline laggiù sul piano di Toscana : Castagno , casette di macigno disperse a;mezza costa;, finestre che ho visto accese : così a le creature del paesaggio cubistico , in luce appena dorata di;non_ev
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;"gli accosta ; poi spiega l ' ale per l ' aer sereno , e si ripon non lungi a";mezza costa;. Ella lo segue : e quel né più né meno si leva in aria , e non troppo si;non_ev
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;, come dicevo , de ' Colonnesi ab antico , è un castello a 14 miglia da Roma , a;mezza costa;del monte Albano . Il deserto che circonda la città eterna finisce ad un miglio circa dalle sue porte ,;non_ev
doc#506;1841-1947;5_POES_CAMPANA_CANTI ORFICI;POESIA;Dino Campana;Canti Orfici;1914;;fiume canta bene la sua cantilena . E un ' ora che guardo lo spazio laggiù e la strada a;mezza costa;del poggio che vi conduce . Quassù abitano i falchi . La pioggia leggera d ' estate batteva come un;non_ev
doc#314;1533-1691;3_SCIENT_REDI_LETTERA SOPRA ALCUNE OPPOSIZIONI;SCIENTIFICI;Francesco Redi;Lettera sopra alcune opposizioni fatte alle sue osservazioni intorno alle vipere;1670;;misi dunque all ' opera ad imitazione di cotesti Signori , e avendo dato a mangiare una testa di Vipera;mezza cotta;ad un cagnaccio da pagliaio , lo feci immantinente ferire da un ' altra Vipera nell ' orecchia destra ,;ev
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;prestamente trovò del pane e uno barlotto di vino , e tolsono la carne ch ' era arrostita al fuoco;mezza cotta;", e mangiò Fioravante e la damigella a loro piacere . E mangiando , la damigella disse : "" Cavaliere";ev
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;, prima che si lasciasse uscir il buon fiasco di mano , inghiottì tutta la vernaccia . E già essendo;mezza cotta;, ritornò a torno al fuoco a far non so che , di modo che la vernaccia così le occupò;ev
doc#222;1376-1532;2_TEATRO_BERNARDINO DA SIENA_PREDICHE VOLGARI;TEATRO;Bernardino da Siena;Prediche volgari;XV;toscano;", e che tu la ponga a fuoco , e schiumala bene ; e poi ti veste , e sarà";mezza cotta;prima che tu venga , e poi a riscaldarla . Quando tu n ' andarai , sarà fornita di quociare;ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;un ' ora e un quarto onde abbia il tempo di cuocere a vapore , aprite l ' involto a;mezza cottura;per mescolarlo e poi rimetterlo com ' era prima . Tritate col coltello i 150 grammi di carne magra ,;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;, una presa . Odore di scorza di limone . Cuocete il riso in sei decilitri di latte e a;mezza cottura;versate nel medesimo gl ' ingredienti suddetti . Rimuovetelo spesso col mestolo perché si attacca facilmente e quando si sarà;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;cazzaruola con olio fine e burro , ambedue in poca quantità . Rosolatelo da tutte le parti , salatelo a;mezza cottura;e finite di cuocerlo col brodo in guisa che vi resti poco o punto sugo . Sentirete un arrosto che;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;grossa palla di cavolo cappuccio o verzotto , nettatela dalle foglie dure della superficie , pareggiatele il gambo e datele;mezza cottura;in acqua salata . Mettetela capovolta a scolare , poi aprite le foglie ad una ad una fino al grumolo;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;condimento non vi spaventi , poiché esso sparirà sotto alla pasta frolla . Imbiancate i maccheroni , ossia date loro;mezza cottura;nell ' acqua salata , levateli asciutti e passateli nel sugo n . 4 , e lì , a leggerissimo;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;Fate bollire il riso nel latte , ma se non lo cuocete moltissimo non farete niente di buono . A;mezza cottura;versate il burro e lo zucchero , compreso quello vanigliato per l ' odore , e dopo cotto , e;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;poi versate il riso che tirerete a cottura con lo stesso brodo bollente , versato poco per volta . A;mezza cottura;aggiungete un pezzo di burro , e quando il riso è cotto , un pugnello di parmigiano . Nella zuppa;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;infilzateli in uno stecco verso il gambo a due o tre insieme . Date loro un ' altra untatina a;mezza cottura;e lasciateli sul fuoco finché le foglie esterne non siano bruciate . Nelle città meridionali , dove i carciofi si;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;"un pezzo di burro , poi tirate a cuocerlo con acqua calda versata a un ramaiuolo per volta ; a";mezza cottura;mescolateci dentro i funghi e prima di servirlo dategli sapore col parmigiano . Sarà mangiato volentieri anche fatto con un;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;olive indolcite , state cioè in salamoia , si usano mettere intere coi loro nocciolo quando i tordi sono a;mezza cottura;. Il nocciolo però è meglio levarlo : con un temperino si fa della polpa un nastrino , che ,;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;composto riempite i carciofi che condirete e cuocerete come i precedenti . Alcuni libri francesi suggeriscono di dare ai carciofi;mezza cottura;nell ' acqua prima di riempirli , il che non approvo , sembrandomi che vadano a perdere allora la sostanza;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;comincia a prender colore . Conditelo con sale e pepe , voltate le fette dalle due parti e , a;mezza cottura;, aggiungete sugo di pomodoro o conserva sciolta nell ' acqua . Cotto che sia levatelo asciutto e nel suo;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;un mazzetto guarnito , condendoli con sale e pepe . Quando cominciano ad asciugare bagnateli con brodo e , a;mezza cottura;, aggiungete le loro rigaglie , delle animelle a pezzi , e funghi freschi tagliati a fette , od anche;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;se dopo cotta volete servirla a pezzi , dei tagli quadrati colla punta d ' un coltello , ripetendoli a;mezza cottura;perché facilmente si chiudono , e quando sarà cotta spolverizzatela di zucchero a velo . Zucchero , grammi 120 .;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;così aperte con le due mezze teste , le mettono in gratella , condite solo di sale e pepe a;mezza cottura;. Le mangiano bollenti . L ' anguilla richiede nel pasteggiare vino rosso ed asciutto . Prendete anguille di mezzana;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;' olio comincia a grillettare gettate giù i funghi senza infarinarli , conditeli con sale e pepe e , a;mezza cottura;", bagnateli con sugo di pomodoro semplice ; siate però parchi coi condimenti perché i funghi non li assorbono .";non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;". Quelle d ' agnello non hanno bisogno di alcuna preparazione ; a quelle di bestia più grossa bisogna dare";mezza cottura;nell ' acqua , spellandole , se occorre . Le prime lasciatele intere , le seconde tagliatele a pezzi e;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;"prima stata unta di burro ; per evitare che la carta bruci , ungetela spesso all ' esterno . A";mezza cottura;levate il foglio e terminate di cuocere il pollo , il tacchino o altro che sia , salandoli ed ungendoli;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;quando comincia a bollire gettateci gli zucchini così naturali e , a fuoco ardente , rimuoveteli spesso . Conditeli a;mezza cottura;con sale e pepe e quando accennano a rosolare spargeteci sopra un buon pizzico di regamo e levateli subito colla;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;. Rhum o cognac , un bicchierino . Odore della vainiglia . Cuocete bene il riso nel latte e a;mezza cottura;gettate dentro al medesimo lo zucchero , l ' uva , il candito a pezzetti piccolissimi , una presa di;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;due parti e levate loro il pelo del centro se l ' hanno . Date ad essi ed ai piselli;mezza cottura;di pochi minuti nell ' acqua salata , gettateli dopo nell ' acqua fresca , levateli , asciugateli bene ed;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;di mezzo . Dopo , perché resti tutto raccolto , legatelo e dategli fuoco ardente da principio , e a;mezza cottura;diminuite il calore . Quando comincia a gettare il sugo , che raccoglierete nella leccarda , bagnatelo col medesimo e;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;burro , conditeli con sale e pepe , e rosolati appena gettateli così durettini nel riso quando sarà arrivato a;mezza cottura;, onde finiscano di cuocere insieme . Il riso è bene che resti poco brodoso e gli zucchini non si;non_ev
